city,state_name,lat,lng,population,probability,n_prob,,state,score,prob,,Metrics
Coconut Creek,Florida,26.2517482,-80.1789351,52909,0.013795822,0.000148954,,,,,,
Pensacola,Florida,30.421309,-87.2169149,51923,0.013795822,0.000148954,,,,,,
Sarasota,Florida,27.3364347,-82.5306527,51917,0.013795822,0.000148954,,,,,,
The Villages,Florida,28.934084,-81.959943,51442,0.013795822,0.000148954,,,,,,
Bradenton,Florida,27.4989278,-82.5748194,49546,0.013795822,0.000148954,,,,,,
Pinellas Park,Florida,27.8428025,-82.6995444,49079,0.013795822,0.000148954,,,,,,
Palm Beach Gardens,Florida,26.8233946,-80.1386547,48452,0.013795822,0.000148954,,,,,,
Coral Gables,Florida,25.72149,-80.2683838,46780,0.013795822,0.000148954,,,,,,
Doral,Florida,25.8195424,-80.3553302,45704,0.013795822,0.000148954,,,,,,
Wesley Chapel,Florida,28.2397301,-82.3278658,44092,0.013795822,0.000148954,,,,,,
Bonita Springs,Florida,26.339806,-81.7786972,43914,0.013795822,0.000148954,,,,,,
Titusville,Florida,28.6122187,-80.8075538,43761,0.013795822,0.000148954,,,,,,
Fort Pierce,Florida,27.4467056,-80.3256056,41590,0.013795822,0.000148954,,,,,,
Apopka,Florida,28.6805529,-81.5095165,41542,0.013795822,0.000148954,,,,,,
North Miami Beach,Florida,25.9331488,-80.1625463,41523,0.013795822,0.000148954,,,,,,
Altamonte Springs,Florida,28.6611089,-81.3656243,41496,0.013795822,0.000148954,,,,,,
Oakland Park,Florida,26.1723065,-80.1319893,41363,0.013795822,0.000148954,,,,,,
North Lauderdale,Florida,26.217305,-80.2258811,41023,0.013795822,0.000148954,,,,,,
Cutler Bay,Florida,25.5783,-80.3377,40286,0.013795822,0.000148954,,,,,,
North Fort Myers,Florida,26.6672935,-81.8800862,39407,0.013795822,0.000148954,,,,,,
The Acreage,Florida,26.794042,-80.267487,38704,0.013795822,0.000148954,,,,,,
Ormond Beach,Florida,29.2858129,-81.0558894,38137,0.013795822,0.000148954,,,,,,
Greenacres,Florida,26.6274784,-80.1373113,37573,0.013795822,0.000148954,,,,,,
Hallandale Beach,Florida,25.9812025,-80.148379,37113,0.013795822,0.000148954,,,,,,
Panama City,Florida,30.1588129,-85.6602058,36484,0.013795822,0.000148954,,,,,,
Aventura,Florida,25.9564812,-80.1392121,35762,0.013795822,0.000148954,,,,,,
South Miami Heights,Florida,25.597606,-80.3806096,35696,0.013795822,0.000148954,,,,,,
Ocoee,Florida,28.5691677,-81.5439619,35579,0.013795822,0.000148954,,,,,,
Dunedin,Florida,28.0197404,-82.7717684,35321,0.013795822,0.000148954,,,,,,
Saint Cloud,Florida,28.2489016,-81.2811801,35183,0.013795822,0.000148954,,,,,,
Lake Worth,Florida,26.6159015,-80.056986,34910,0.013795822,0.000148954,,,,,,
Merritt Island,Florida,28.35101674,-80.69387119,34743,0.013795822,0.000148954,,,,,,
Plant City,Florida,28.0186323,-82.1128641,34721,0.013795822,0.000148954,,,,,,
Winter Garden,Florida,28.5652787,-81.5861847,34568,0.013795822,0.000148954,,,,,,
Royal Palm Beach,Florida,26.7083984,-80.2306019,34140,0.013795822,0.000148954,,,,,,
Winter Haven,Florida,28.0222435,-81.7328568,33874,0.013795822,0.000148954,,,,,,
Oviedo,Florida,28.669997,-81.2081203,33342,0.013795822,0.000148954,,,,,,
Winter Springs,Florida,28.6988853,-81.3081226,33282,0.013795822,0.000148954,,,,,,
Lauderdale Lakes,Florida,26.1664736,-80.2083806,32593,0.013795822,0.000148954,,,,,,
Riviera Beach,Florida,26.7753405,-80.0580969,32488,0.013795822,0.000148954,,,,,,
Land O' Lakes,Florida,28.2188992,-82.4575938,31996,0.013795822,0.000148954,,,,,,
Navarre,Florida,30.4015879,-86.863571,31378,0.013795822,0.000148954,,,,,,
Westchester,Florida,25.7548224,-80.3272741,29862,0.013795822,0.000148954,,,,,,
Dania Beach,Florida,26.052311,-80.1439343,29639,0.013795822,0.000148954,,,,,,
Fruit Cove,Florida,30.1110746,-81.641758,29362,0.013795822,0.000148954,,,,,,
Miami Lakes,Florida,25.9087056,-80.3086619,29361,0.013795822,0.000148954,,,,,,
Ferry Pass,Florida,30.5101959,-87.2124711,28921,0.013795822,0.000148954,,,,,,
Clermont,Florida,28.5494447,-81.7728543,28742,0.013795822,0.000148954,,,,,,
Cooper City,Florida,26.0573112,-80.271716,28547,0.013795822,0.000148954,,,,,,
Winter Park,Florida,28.5999998,-81.3392352,27852,0.013795822,0.000148954,,,,,,
DeLand,Florida,29.028318,-81.3031179,27031,0.013795822,0.000148954,,,,,,
Casselberry,Florida,28.677775,-81.3278455,26241,0.013795822,0.000148954,,,,,,
Rockledge,Florida,28.3508396,-80.7253317,24926,0.013795822,0.000148954,,,,,,
Key West,Florida,24.5557025,-81.7825914,24649,0.013795822,0.000148954,,,,,,
Temple Terrace,Florida,28.0352964,-82.3892596,24541,0.013795822,0.000148954,,,,,,
Citrus Park,Florida,28.0783497,-82.5698192,24252,0.013795822,0.000148954,,,,,,
Immokalee,Florida,26.4186898,-81.4172993,24154,0.013795822,0.000148954,,,,,,
Parkland,Florida,26.3100794,-80.23727,23962,0.013795822,0.000148954,,,,,,
Golden Gate,Florida,26.1878667,-81.6950853,23961,0.013795822,0.000148954,,,,,,
Tarpon Springs,Florida,28.1461248,-82.756768,23484,0.013795822,0.000148954,,,,,,
Bayonet Point,Florida,28.3266726,-82.6834337,23467,0.013795822,0.000148954,,,,,,
Palmetto Bay,Florida,25.6217715,-80.3247748,23410,0.013795822,0.000148954,,,,,,
Bellview,Florida,30.4615858,-87.3149742,23355,0.013795822,0.000148954,,,,,,
Wright,Florida,30.4557539,-86.6382869,23127,0.013795822,0.000148954,,,,,,
Palm City,Florida,27.1678268,-80.2661591,23120,0.013795822,0.000148954,,,,,,
Bloomingdale,Florida,27.893636,-82.2403682,22711,0.013795822,0.000148954,,,,,,
Leisure City,Florida,25.4953878,-80.4292223,22655,0.013795822,0.000148954,,,,,,
Estero,Florida,26.438136,-81.8067524,22612,0.013795822,0.000148954,,,,,,
New Smyrna Beach,Florida,29.0258191,-80.9269984,22464,0.013795822,0.000148954,,,,,,
Holiday,Florida,28.18779,-82.7395454,22403,0.013795822,0.000148954,,,,,,
Princeton,Florida,25.5384417,-80.408944,22038,0.013795822,0.000148954,,,,,,
Sebastian,Florida,27.816415,-80.4706078,21929,0.013795822,0.000148954,,,,,,
Brent,Florida,30.4688079,-87.2360826,21804,0.013795822,0.000148954,,,,,,
Hialeah Gardens,Florida,25.8650961,-80.3244958,21744,0.013795822,0.000148954,,,,,,
Jacksonville Beach,Florida,30.2946859,-81.3931396,21362,0.013795822,0.000148954,,,,,,
West Pensacola,Florida,30.4265866,-87.2796948,21339,0.013795822,0.000148954,,,,,,
Crestview,Florida,30.7621326,-86.5705084,20978,0.013795822,0.000148954,,,,,,
Sunny Isles Beach,Florida,25.9506481,-80.1228227,20832,0.013795822,0.000148954,,,,,,
Edgewater,Florida,28.9888754,-80.9022758,20750,0.013795822,0.000148954,,,,,,
Venice,Florida,27.0997775,-82.4542633,20748,0.013795822,0.000148954,,,,,,
Ensley,Florida,30.5188067,-87.2727509,20602,0.013795822,0.000148954,,,,,,
Haines City,Florida,28.1141841,-81.6178536,20535,0.013795822,0.000148954,,,,,,
Leesburg,Florida,28.810823,-81.8778582,20117,0.013795822,0.000148954,,,,,,
Pace,Florida,30.5993603,-87.1610808,20039,0.013795822,0.000148954,,,,,,
Palm Valley,Florida,30.1774649,-81.3875817,20019,0.013795822,0.000148954,,,,,,
Lealman,Florida,27.8211366,-82.6792661,19879,0.013795822,0.000148954,,,,,,
Naples,Florida,26.1420358,-81.7948103,19537,0.013795822,0.000148954,,,,,,
Fort Walton Beach,Florida,30.4057552,-86.618842,19507,0.013795822,0.000148954,,,,,,
Lutz,Florida,28.1511243,-82.4614831,19344,0.013795822,0.000148954,,,,,,
DeBary,Florida,28.8830452,-81.3086755,19320,0.013795822,0.000148954,,,,,,
Sun City Center,Florida,27.718086,-82.351759,19258,0.013795822,0.000148954,,,,,,
Jasmine Estates,Florida,28.2930632,-82.6901003,18989,0.013795822,0.000148954,,,,,,
Palm Springs,Florida,26.6359009,-80.0961538,18928,0.013795822,0.000148954,,,,,,
Eustis,Florida,28.8527675,-81.6853534,18558,0.013795822,0.000148954,,,,,,
Lynn Haven,Florida,30.2454776,-85.648261,18493,0.013795822,0.000148954,,,,,,
West Melbourne,Florida,28.0716832,-80.6533878,18355,0.013795822,0.000148954,,,,,,
Pinecrest,Florida,25.6670476,-80.3081074,18223,0.013795822,0.000148954,,,,,,
Belle Glade,Florida,26.6845104,-80.6675577,17467,0.013795822,0.000148954,,,,,,
Bartow,Florida,27.8964147,-81.8431374,17298,0.013795822,0.000148954,,,,,,
Seminole,Florida,27.8397466,-82.7912134,17233,0.013795822,0.000148954,,,,,,
Ruskin,Florida,27.7208633,-82.4331496,17208,0.013795822,0.000148954,,,,,,
Cocoa,Florida,28.3861159,-80.7419984,17140,0.013795822,0.000148954,,,,,,
Glenvar Heights,Florida,25.7076018,-80.3256076,16898,0.013795822,0.000148954,,,,,,
Safety Harbor,Florida,27.9908529,-82.6931553,16884,0.013795822,0.000148954,,,,,,
San Carlos Park,Florida,26.4673016,-81.8014742,16824,0.013795822,0.000148954,,,,,,
Punta Gorda,Florida,26.9297836,-82.0453664,16641,0.013795822,0.000148954,,,,,,
Marco Island,Florida,25.9332355,-81.7009866,16413,0.013795822,0.000148954,,,,,,
Bayshore Gardens,Florida,27.4253195,-82.5903757,16323,0.013795822,0.000148954,,,,,,
Myrtle Grove,Florida,30.4210312,-87.3074736,15870,0.013795822,0.000148954,,,,,,
Maitland,Florida,28.6277767,-81.3631244,15751,0.013795822,0.000148954,,,,,,
Stuart,Florida,27.197548,-80.2528257,15593,0.013795822,0.000148954,,,,,,
Vero Beach,Florida,27.6386434,-80.3972736,15220,0.013795822,0.000148954,,,,,,
Opa-locka,Florida,25.9023168,-80.2503271,15219,0.013795822,0.000148954,,,,,,
New Port Richey,Florida,28.2441768,-82.7192671,14911,0.013795822,0.000148954,,,,,,
Englewood,Florida,26.9620053,-82.3525952,14863,0.013795822,0.000148954,,,,,,
Warrington,Florida,30.3840876,-87.2749721,14531,0.013795822,0.000148954,,,,,,
Callaway,Florida,30.1529791,-85.5699252,14405,0.013795822,0.000148954,,,,,,
Gibsonton,Florida,27.8536365,-82.3825931,14234,0.013795822,0.000148954,,,,,,
Lake Wales,Florida,27.9014133,-81.5859099,14225,0.013795822,0.000148954,,,,,,
West Park,Florida,25.984536,-80.1989362,14156,0.013795822,0.000148954,,,,,,
Apollo Beach,Florida,27.7730836,-82.4075935,14055,0.013795822,0.000148954,,,,,,
Elfers,Florida,28.2166778,-82.7223228,13986,0.013795822,0.000148954,,,,,,
Tavares,Florida,28.8041579,-81.725632,13951,0.013795822,0.000148954,,,,,,
South Venice,Florida,27.0531128,-82.4242628,13949,0.013795822,0.000148954,,,,,,
Lady Lake,Florida,28.9174855,-81.9228604,13926,0.013795822,0.000148954,,,,,,
Lake Mary,Florida,28.7588833,-81.3178446,13822,0.013795822,0.000148954,,,,,,
Miami Springs,Florida,25.8223198,-80.289495,13809,0.013795822,0.000148954,,,,,,
Homosassa Springs,Florida,28.8035939,-82.5759329,13791,0.013795822,0.000148954,,,,,,
Longwood,Florida,28.7030519,-81.3384011,13657,0.013795822,0.000148954,,,,,,
Oldsmar,Florida,28.0341847,-82.6650992,13591,0.013795822,0.000148954,,,,,,
Auburndale,Florida,28.0652975,-81.7886906,13507,0.013795822,0.000148954,,,,,,
Sweetwater,Florida,25.7634334,-80.3731086,13499,0.013795822,0.000148954,,,,,,
Olympia Heights,Florida,25.726768,-80.3553306,13488,0.013795822,0.000148954,,,,,,
Conway,Florida,28.5027809,-81.3306246,13467,0.013795822,0.000148954,,,,,,
Zephyrhills,Florida,28.2336196,-82.1811947,13288,0.013795822,0.000148954,,,,,,
Gonzalez,Florida,30.5815828,-87.2913629,13273,0.013795822,0.000148954,,,,,,
Fruitville,Florida,27.3297684,-82.4575956,13224,0.013795822,0.000148954,,,,,,
Lockhart,Florida,28.6194439,-81.4425708,13060,0.013795822,0.000148954,,,,,,
Thonotosassa,Florida,28.0614065,-82.3023128,13014,0.013795822,0.000148954,,,,,,
Middleburg,Florida,30.0688512,-81.8603778,13008,0.013795822,0.000148954,,,,,,
Saint Augustine,Florida,29.894691,-81.314517,12975,0.013795822,0.000148954,,,,,,
Niceville,Florida,30.5168639,-86.482172,12749,0.013795822,0.000148954,,,,,,
Atlantic Beach,Florida,30.3344077,-81.398696,12655,0.013795822,0.000148954,,,,,,
Palmetto,Florida,27.5214269,-82.5723193,12606,0.013795822,0.000148954,,,,,,
Azalea Park,Florida,28.5411128,-81.3006237,12556,0.013795822,0.000148954,,,,,,
Mount Dora,Florida,28.8024918,-81.644519,12370,0.013795822,0.000148954,,,,,,
Key Biscayne,Florida,25.693713,-80.1628248,12344,0.013795822,0.000148954,,,,,,
Destin,Florida,30.3935337,-86.4957834,12305,0.013795822,0.000148954,,,,,,
Port Saint John,Florida,28.4769458,-80.7886657,12267,0.013795822,0.000148954,,,,,,
South Daytona,Florida,29.1658158,-81.0044995,12252,0.013795822,0.000148954,,,,,,
Hudson,Florida,28.3644485,-82.6934343,12158,0.013795822,0.000148954,,,,,,
Lake City,Florida,30.1896756,-82.6392899,12046,0.013795822,0.000148954,,,,,,
Goldenrod,Florida,28.6102772,-81.2886784,12039,0.013795822,0.000148954,,,,,,
Gulfport,Florida,27.7483613,-82.7034334,12029,0.013795822,0.000148954,,,,,,
Panama City Beach,Florida,30.1765914,-85.8054879,12018,0.013795822,0.000148954,,,,,,
North Palm Beach,Florida,26.8175615,-80.0819864,12015,0.013795822,0.000148954,,,,,,
Westwood Lakes,Florida,25.7237481,-80.3716518,11838,0.013795822,0.000148954,,,,,,
Jensen Beach,Florida,27.2544906,-80.2297697,11707,0.013795822,0.000148954,,,,,,
Holly Hill,Florida,29.2435916,-81.0375555,11659,0.013795822,0.000148954,,,,,,
South Miami,Florida,25.7076017,-80.2933846,11657,0.013795822,0.000148954,,,,,,
Wilton Manors,Florida,26.1603626,-80.138934,11632,0.013795822,0.000148954,,,,,,
Hobe Sound,Florida,27.059498,-80.1364323,11521,0.013795822,0.000148954,,,,,,
Yulee,Florida,30.6319034,-81.6064866,11491,0.013795822,0.000148954,,,,,,
Fernandina Beach,Florida,30.6696818,-81.4625919,11487,0.013795822,0.000148954,,,,,,
Lakewood Park,Florida,27.5430911,-80.4022741,11323,0.013795822,0.000148954,,,,,,
Mango,Florida,27.9797439,-82.3064808,11313,0.013795822,0.000148954,,,,,,
Florida City,Florida,25.4478898,-80.4792237,11245,0.013795822,0.000148954,,,,,,
Cocoa Beach,Florida,28.3200067,-80.6075513,11231,0.013795822,0.000148954,,,,,,
East Milton,Florida,30.6151932,-87.0216321,11074,0.013795822,0.000148954,,,,,,
Doctor Phillips,Florida,28.4494501,-81.4922946,10981,0.013795822,0.000148954,,,,,,
Highland City,Florida,27.9653015,-81.8778596,10834,0.013795822,0.000148954,,,,,,
Pine Castle,Florida,28.4719489,-81.3678477,10805,0.013795822,0.000148954,,,,,,
Orange City,Florida,28.9488761,-81.2986741,10599,0.013795822,0.000148954,,,,,,
Palatka,Florida,29.6485801,-81.6375819,10558,0.013795822,0.000148954,,,,,,
Miami Shores,Florida,25.8631515,-80.1928253,10493,0.013795822,0.000148954,,,,,,
Sebring,Florida,27.495592,-81.440907,10491,0.013795822,0.000148954,,,,,,
Key Largo,Florida,25.0865151,-80.4472802,10433,0.013795822,0.000148954,,,,,,
Lantana,Florida,26.5867358,-80.0519859,10423,0.013795822,0.000148954,,,,,,
Lighthouse Point,Florida,26.275636,-80.0872654,10344,0.013795822,0.000148954,,,,,,
Fairview Shores,Florida,28.5911114,-81.3942365,10239,0.013795822,0.000148954,,,,,,
Satellite Beach,Florida,28.1761233,-80.5900519,10109,0.013795822,0.000148954,,,,,,
Goulds,Florida,25.5626072,-80.3822765,10103,0.013795822,0.000148954,,,,,,
Port Salerno,Florida,27.1442168,-80.2006014,10091,0.013795822,0.000148954,,,,,,
Cape Canaveral,Florida,28.4058366,-80.6047732,9912,0.013795822,0.000148954,,,,,,
Union Park,Florida,28.5680564,-81.2861788,9765,0.013795822,0.000148954,,,,,,
Gifford,Florida,27.6753089,-80.4092181,9590,0.013795822,0.000148954,,,,,,
Minneola,Florida,28.5744441,-81.7461873,9403,0.013795822,0.000148954,,,,,,
Saint Pete Beach,Florida,27.7253065,-82.741212,9346,0.013795822,0.000148954,,,,,,
Alachua,Florida,29.79724917,-82.49488158,9059,0.013795822,0.000148954,,,,,,
Hernando,Florida,28.8999815,-82.3745401,9054,0.013795822,0.000148954,,,,,,
Micco,Florida,27.8805791,-80.5003306,9052,0.013795822,0.000148954,,,,,,
Springfield,Florida,30.1532572,-85.6113154,8903,0.013795822,0.000148954,,,,,,
Medulla,Florida,27.9678016,-81.9734164,8892,0.013795822,0.000148954,,,,,,
Avon Park,Florida,27.5958672,-81.5061862,8836,0.013795822,0.000148954,,,,,,
Milton,Florida,30.6324149,-87.0396881,8826,0.013795822,0.000148954,,,,,,
Rotonda,Florida,26.8836752,-82.2900944,8759,0.013795822,0.000148954,,,,,,
Fuller Heights,Florida,27.9091923,-81.9981396,8758,0.013795822,0.000148954,,,,,,
Groveland,Florida,28.5580546,-81.8511889,8729,0.013795822,0.000148954,,,,,,
Citrus Springs,Florida,28.9974771,-82.4706548,8622,0.013795822,0.000148954,,,,,,
Richmond Heights,Florida,25.6314936,-80.3689426,8541,0.013795822,0.000148954,,,,,,
Beverly Hills,Florida,28.9169245,-82.4581536,8445,0.013795822,0.000148954,,,,,,
Orange Park,Florida,30.1660736,-81.706484,8412,0.013795822,0.000148954,,,,,,
Gateway,Florida,26.5775747,-81.750361,8401,0.013795822,0.000148954,,,,,,
Palm Beach,Florida,26.7056206,-80.0364297,8348,0.013795822,0.000148954,,,,,,
Naranja,Florida,25.5181647,-80.4228333,8303,0.013795822,0.000148954,,,,,,
Marathon,Florida,24.7137524,-81.0903512,8297,0.013795822,0.000148954,,,,,,
Sugarmill Woods,Florida,28.7322082,-82.5062087,8287,0.013795822,0.000148954,,,,,,
Bithlo,Florida,28.5547225,-81.106452,8268,0.013795822,0.000148954,,,,,,
Indian Harbour Beach,Florida,28.1489021,-80.5883855,8225,0.013795822,0.000148954,,,,,,
Laurel,Florida,27.1303319,-82.453152,8171,0.013795822,0.000148954,,,,,,
Lake Park,Florida,26.8003398,-80.0664305,8155,0.013795822,0.000148954,,,,,,
Westgate,Florida,26.6994068,-80.098805,7975,0.013795822,0.000148954,,,,,,
Quincy,Florida,30.5871392,-84.5832453,7972,0.013795822,0.000148954,,,,,,
Memphis,Florida,27.5358708,-82.561208,7848,0.013795822,0.000148954,,,,,,
Brooksville,Florida,28.5552719,-82.3878709,7719,0.013795822,0.000148954,,,,,,
Fern Park,Florida,28.6491649,-81.3511796,7704,0.013795822,0.000148954,,,,,,
Arcadia,Florida,27.2158826,-81.8584164,7637,0.013795822,0.000148954,,,,,,
Seffner,Florida,27.9836329,-82.2756468,7579,0.013795822,0.000148954,,,,,,
Pasadena Hills,Florida,28.2879115,-82.2376489,7570,0.013795822,0.000148954,,,,,,
Celebration,Florida,28.3252878,-81.5331286,7427,0.013795822,0.000148954,,,,,,
Ormond-by-the-Sea,Florida,29.3491449,-81.0664455,7406,0.013795822,0.000148954,,,,,,
Saint Augustine Shores,Florida,29.8108033,-81.3103487,7359,0.013795822,0.000148954,,,,,,
Southwest Ranches,Florida,26.0587001,-80.3372733,7345,0.013795822,0.000148954,,,,,,
Odessa,Florida,28.1939007,-82.5917642,7267,0.013795822,0.000148954,,,,,,
Inverness,Florida,28.8358176,-82.3303715,7210,0.013795822,0.000148954,,,,,,
Clewiston,Florida,26.7542312,-80.9336753,7155,0.013795822,0.000148954,,,,,,
North Bay Village,Florida,25.8462075,-80.1539351,7137,0.013795822,0.000148954,,,,,,
Venice Gardens,Florida,27.0731119,-82.4075957,7104,0.013795822,0.000148954,,,,,,
Mims,Florida,28.6652727,-80.8447766,7058,0.013795822,0.000148954,,,,,,
Neptune Beach,Florida,30.311908,-81.3964734,7037,0.013795822,0.000148954,,,,,,
Perry,Florida,30.1174351,-83.5818147,7017,0.013795822,0.000148954,,,,,,
Green Cove Springs,Florida,29.9919085,-81.6781467,6908,0.013795822,0.000148954,,,,,,
Longboat Key,Florida,27.4125417,-82.6589881,6888,0.013795822,0.000148954,,,,,,
Live Oak,Florida,30.2949457,-82.98402,6850,0.013795822,0.000148954,,,,,,
Wildwood,Florida,28.865264,-82.0389743,6709,0.013795822,0.000148954,,,,,,
Wedgefield,Florida,28.4877802,-81.0772851,6705,0.013795822,0.000148954,,,,,,
Treasure Island,Florida,27.7691937,-82.7689906,6705,0.013795822,0.000148954,,,,,,
Atlanta,Georgia,33.7489954,-84.3879824,420003,0.014189988,0.00015321,,,,,,
Columbus,Georgia,32.4609764,-84.9877094,189885,0.014189988,0.00015321,,,,,,
Macon,Georgia,32.8406946,-83.6324022,153691,0.014189988,0.00015321,,,,,,
Savannah,Georgia,32.0835407,-81.0998342,136286,0.014189988,0.00015321,,,,,,
Sandy Springs,Georgia,33.9242688,-84.3785379,93853,0.014189988,0.00015321,,,,,,
Roswell,Georgia,34.0231553,-84.3615928,88346,0.014189988,0.00015321,,,,,,
Albany,Georgia,31.5785074,-84.155741,77434,0.014189988,0.00015321,,,,,,
Johns Creek,Georgia,34.0289259,-84.198579,76728,0.014189988,0.00015321,,,,,,
Warner Robins,Georgia,32.6209775,-83.5999048,66588,0.014189988,0.00015321,,,,,,
Alpharetta,Georgia,34.0753762,-84.2940899,57551,0.014189988,0.00015321,,,,,,
Marietta,Georgia,33.952602,-84.5499327,56579,0.014189988,0.00015321,,,,,,
Valdosta,Georgia,30.8327022,-83.2784851,54518,0.014189988,0.00015321,,,,,,
Smyrna,Georgia,33.8839926,-84.5143761,51271,0.014189988,0.00015321,,,,,,
Dunwoody,Georgia,33.9462125,-84.3346473,46267,0.014189988,0.00015321,,,,,,
North Atlanta,Georgia,33.8651033,-84.3365918,40456,0.014189988,0.00015321,,,,,,
Mableton,Georgia,33.8187167,-84.5824329,37115,0.014189988,0.00015321,,,,,,
Rome,Georgia,34.257038,-85.1646726,36303,0.014189988,0.00015321,,,,,,
Martinez,Georgia,33.5173577,-82.0756734,35795,0.014189988,0.00015321,,,,,,
Peachtree City,Georgia,33.3967829,-84.5957629,34364,0.014189988,0.00015321,,,,,,
Gainesville,Georgia,34.2978794,-83.8240663,33804,0.014189988,0.00015321,,,,,,
East Point,Georgia,33.6795531,-84.4393724,33712,0.014189988,0.00015321,,,,,,
Hinesville,Georgia,31.846877,-81.5959453,33437,0.014189988,0.00015321,,,,,,
Dalton,Georgia,34.7698021,-84.9702228,33128,0.014189988,0.00015321,,,,,,
Newnan,Georgia,33.3806716,-84.7996573,33039,0.014189988,0.00015321,,,,,,
Redan,Georgia,33.745385,-84.1315839,33015,0.014189988,0.00015321,,,,,,
Milton,Georgia,34.1321631,-84.300666,32661,0.014189988,0.00015321,,,,,,
Douglasville,Georgia,33.7514966,-84.7477136,30961,0.014189988,0.00015321,,,,,,
Kennesaw,Georgia,34.0234337,-84.6154897,29783,0.014189988,0.00015321,,,,,,
LaGrange,Georgia,33.039291,-85.0313269,29588,0.014189988,0.00015321,,,,,,
Evans,Georgia,33.5337464,-82.1306747,29011,0.014189988,0.00015321,,,,,,
Lawrenceville,Georgia,33.9562149,-83.9879625,28546,0.014189988,0.00015321,,,,,,
Statesboro,Georgia,32.4487877,-81.7831674,28422,0.014189988,0.00015321,,,,,,
Tucker,Georgia,33.8545479,-84.2171424,27581,0.014189988,0.00015321,,,,,,
Duluth,Georgia,34.0028787,-84.1446376,26600,0.014189988,0.00015321,,,,,,
Stockbridge,Georgia,33.5442781,-84.2338093,25636,0.014189988,0.00015321,,,,,,
Carrollton,Georgia,33.5801103,-85.0766113,24388,0.014189988,0.00015321,,,,,,
Woodstock,Georgia,34.1014873,-84.5193754,23896,0.014189988,0.00015321,,,,,,
Griffin,Georgia,33.2467807,-84.2640904,23643,0.014189988,0.00015321,,,,,,
Canton,Georgia,34.2367621,-84.4907621,22958,0.014189988,0.00015321,,,,,,
McDonough,Georgia,33.4473361,-84.1468616,22084,0.014189988,0.00015321,,,,,,
Acworth,Georgia,34.0659329,-84.6768796,20425,0.014189988,0.00015321,,,,,,
Cartersville,Georgia,34.1650972,-84.7999383,19731,0.014189988,0.00015321,,,,,,
Union City,Georgia,33.5870558,-84.5424299,19456,0.014189988,0.00015321,,,,,,
Decatur,Georgia,33.7748275,-84.2963123,19335,0.014189988,0.00015321,,,,,,
Pooler,Georgia,32.115481,-81.2470574,19140,0.014189988,0.00015321,,,,,,
Sugar Hill,Georgia,34.1064895,-84.0335197,18522,0.014189988,0.00015321,,,,,,
Forest Park,Georgia,33.6220542,-84.3690918,18468,0.014189988,0.00015321,,,,,,
Thomasville,Georgia,30.8365815,-83.9787808,18413,0.014189988,0.00015321,,,,,,
Snellville,Georgia,33.857328,-84.0199108,18242,0.014189988,0.00015321,,,,,,
Milledgeville,Georgia,33.0801429,-83.2320991,17715,0.014189988,0.00015321,,,,,,
Saint Marys,Georgia,30.730514,-81.5464851,17121,0.014189988,0.00015321,,,,,,
Americus,Georgia,32.0723862,-84.2326876,17041,0.014189988,0.00015321,,,,,,
North Decatur,Georgia,33.7903828,-84.3060349,16698,0.014189988,0.00015321,,,,,,
Tifton,Georgia,31.4504629,-83.5084973,16350,0.014189988,0.00015321,,,,,,
Dublin,Georgia,32.5404447,-82.903754,16201,0.014189988,0.00015321,,,,,,
Kingsland,Georgia,30.7999563,-81.6898261,15946,0.014189988,0.00015321,,,,,,
Fayetteville,Georgia,33.4487257,-84.4549262,15945,0.014189988,0.00015321,,,,,,
Calhoun,Georgia,34.502587,-84.9510542,15650,0.014189988,0.00015321,,,,,,
Lithia Springs,Georgia,33.7939953,-84.6604899,15491,0.014189988,0.00015321,,,,,,
Brunswick,Georgia,31.1499528,-81.4914894,15383,0.014189988,0.00015321,,,,,,
Suwanee,Georgia,34.0514898,-84.0712997,15355,0.014189988,0.00015321,,,,,,
Conyers,Georgia,33.6676103,-84.0176904,15195,0.014189988,0.00015321,,,,,,
Belvedere Park,Georgia,33.7548277,-84.2674222,15152,0.014189988,0.00015321,,,,,,
Riverdale,Georgia,33.5726113,-84.4132594,15134,0.014189988,0.00015321,,,,,,
Waycross,Georgia,31.2135511,-82.3540178,14649,0.014189988,0.00015321,,,,,,
Druid Hills,Georgia,33.7803832,-84.336036,14568,0.014189988,0.00015321,,,,,,
Moultrie,Georgia,31.179908,-83.7890631,14268,0.014189988,0.00015321,,,,,,
Winder,Georgia,33.9926098,-83.720171,14099,0.014189988,0.00015321,,,,,,
Villa Rica,Georgia,33.732052,-84.9191081,13956,0.014189988,0.00015321,,,,,,
College Park,Georgia,33.6534427,-84.4493725,13942,0.014189988,0.00015321,,,,,,
Powder Springs,Georgia,33.8595492,-84.683824,13940,0.014189988,0.00015321,,,,,,
Perry,Georgia,32.4582066,-83.7315723,13839,0.014189988,0.00015321,,,,,,
Monroe,Georgia,33.7948364,-83.713229,13234,0.014189988,0.00015321,,,,,,
Covington,Georgia,33.5967815,-83.8601827,13118,0.014189988,0.00015321,,,,,,
Fairburn,Georgia,33.5670562,-84.5810418,12950,0.014189988,0.00015321,,,,,,
Saint Simons Island,Georgia,31.1352319,-81.3900966,12743,0.014189988,0.00015321,,,,,,
Bainbridge,Georgia,30.9037995,-84.5754699,12697,0.014189988,0.00015321,,,,,,
